ANZSRC 2020 Code,ANZSRC 2020 Name,ANZSRC 2008 Code,Partial Match,ANZSRC 2008 Name
400499,"""Chemical engineering not elsewhere classified""",090499,p ,"""Chemical Engineering not elsewhere classified"""
400501,"""Architectural engineering""",090599,p ,"""Civil Engineering not elsewhere classified """
400502,"""Civil geotechnical engineering """,090501,,"""Civil Geotechnical Engineering """
400503,"""Complex civil systems""",090599,p ,"""Civil Engineering not elsewhere classified """
400504,"""Construction engineering """,090502,,"""Construction Engineering """
400505,"""Construction materials""",090503,,"""Construction Materials"""
400506,"""Earthquake engineering""",090504,,"""Earthquake Engineering"""
400507,"""Fire safety engineering""",090599,p ,"""Civil Engineering not elsewhere classified """
400508,"""Infrastructure engineering and asset management""",090505,,"""Infrastructure Engineering and Asset Management"""
400509,"""Structural dynamics""",090599,p ,"""Civil Engineering not elsewhere classified """
400510,"""Structural engineering """,090506,,"""Structural Engineering """
400511,"""Timber engineering""",090599,p ,"""Civil Engineering not elsewhere classified """
400512,"""Transport engineering""",090507,,"""Transport Engineering"""
400513,"""Water resources engineering """,090508,p ,"""Water Quality Engineering"""
400513,"""Water resources engineering """,090509,,"""Water Resources Engineering """
400599,"""Civil engineering not elsewhere classified """,090599,p ,"""Civil Engineering not elsewhere classified """
400601,"""Antennas and propagation""",100501,,"""Antennas and Propagation"""
400602,"""Data communications""",100504,,"""Data Communications"""
400603,"""Molecular, biological, and multi-scale communications""",100599,p ,"""Communications Technologies not elsewhere classified"""
400604,"""Network engineering""",100503,,"""Computer Communications Networks"""
400605,"""Optical fibre communication systems and technologies""",100506,,"""Optical Fibre Communications """
400605,"""Optical fibre communication systems and technologies""",100507,,"""Optical Networks and Systems"""
400606,"""Satellite communications""",100508,,"""Satellite Communications """
400607,"""Signal processing""",090609,p ,"""Signal Processing"""
400608,"""Wireless communication systems and technologies (incl. microwave and millimetrewave)""",100505,,"""Microwave and Millimetrewave Theory and Technology """
400608,"""Wireless communication systems and technologies (incl. microwave and millimetrewave)""",100510,,"""Wireless Communications"""
400699,"""Communications engineering not elsewhere classified""",100502,,"""Broadband and Modem Technology"""
400699,"""Communications engineering not elsewhere classified""",100509,,"""Video Communications"""
400699,"""Communications engineering not elsewhere classified""",100599,p ,"""Communications Technologies not elsewhere classified"""
400699,"""Communications engineering not elsewhere classified""",109999,p,"""Technology not elsewhere classified"""
400701,"""Assistive robots and technology""",090602,p ,"""Control Systems, Robotics and Automation"""
400702,"""Automation engineering""",090602,p ,"""Control Systems, Robotics and Automation"""
400702,"""Automation engineering""",091302,p ,"""Automation and Control Engineering"""
400703,"""Autonomous vehicle systems""",091303,,"""Autonomous Vehicles"""
400704,"""Biomechatronics""",091399,p ,"""Mechanical Engineering not elsewhere classified"""
400705,"""Control engineering""",091302 ,p ,"""Automation and Control Engineering"""
400706,"""Field robotics""",090602,p ,"""Control Systems, Robotics and Automation"""
400707,"""Manufacturing robotics""",091007,,"""Manufacturing Robotics and Mechatronics (excl. Automotive Mechatronics)"""
400708,"""Mechatronics hardware design and architecture""",091302,p ,"""Automation and Control Engineering """
400709,"""Medical robotics""",090602,p ,"""Control Systems, Robotics and Automation"""
400710,"""Micro-manipulation""",091302 ,p ,"""Automation and Control Engineering"""
400711,"""Simulation, modelling, and programming of mechatronics systems""",091302 ,p ,"""Automation and Control Engineering"""
400799,"""Control engineering, mechatronics and robotics not elsewhere classified""",091399,p ,"""Mechanical Engineering not elsewhere classified"""
400801,"""Circuits and systems""",090601,p ,"""Circuits and Systems"""
400802,"""Electrical circuits and systems""",090601,p ,"""Circuits and Systems """
400803,"""Electrical energy generation (incl. renewables, excl. photovoltaics)""",090607,p ,"""Power and Energy Systems Engineering (excl. Renewable Power)"""
400803,"""Electrical energy generation (incl. renewables, excl. photovoltaics)""",090608,,"""Renewable Power and Energy Systems Engineering (excl. Solar Cells)"""
400804,"""Electrical energy storage""",090607,p ,"""Power and Energy Systems Engineering (excl. Renewable Power)"""
400805,"""Electrical energy transmission, networks and systems""",090607,p ,"""Power and Energy Systems Engineering (excl. Renewable Power)"""
400806,"""Electrical machines and drives""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400807,"""Engineering electromagnetics""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400808,"""Photovoltaic power systems""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400899,"""Electrical engineering not elsewhere classified""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400901,"""Analog electronics and interfaces""",100602,,"""Input, Output and Data Devices"""
400902,"""Digital electronic devices""",100601,,"""Arithmetic and Logic Structures"""
400902,"""Digital electronic devices""",100603,,"""Logic Design"""
400902,"""Digital electronic devices""",100606,p ,"""Processor Architectures"""
400903,"""Digital processor architectures""",100606,p ,"""Processor Architectures"""
400904,"""Electronic device and system performance evaluation, testing and simulation""",100605,,"""Performance Evaluation; Testing and Simulation of Reliability"""
400905,"""Electronic instrumentation""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400906,"""Electronic sensors""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400907,"""Industrial electronics""",090603,,"""Industrial Electronics"""
400908,"""Microelectronics""",090604,,"""Microelectronics and Integrated Circuits"""
400909,"""Photonic and electro-optical devices, sensors and systems (excl. communications)""",090605,p ,"""Photodetectors, Optical Sensors and Solar Cells"""
400909,"""Photonic and electro-optical devices, sensors and systems (excl. communications)""",090606,,"""Photonics and Electro-Optical Engineering (excl. Communications)"""
400910,"""Photovoltaic devices (solar cells)""",090605,p ,"""Photodetectors, Optical Sensors and Solar Cells"""
400911,"""Power electronics""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400912,"""Quantum engineering systems (incl. computing and communications)""",020603,p,"""Quantum Information, Computation and Communication"""
400913,"""Radio frequency engineering""",100599,p ,"""Communications Technologies not elsewhere classified"""
400999,"""Electronics, sensors and digital hardware not elsewhere classified""",090699,p ,"""Electrical and Electronic Engineering not elsewhere classified"""
400999,"""Electronics, sensors and digital hardware not elsewhere classified""",100604,,"""Memory Structures"""
401001,"""Engineering design""",120401,,"""Engineering Design Empirical Studies"""
401001,"""Engineering design""",120402,,"""Engineering Design Knowledge"""
401001,"""Engineering design""",120403,,"""Engineering Design Methods"""
401001,"""Engineering design""",120404,,"""Engineering Systems Design"""
401001,"""Engineering design""",120405,,"""Models of Engineering Design"""
401001,"""Engineering design""",120499,,"""Engineering Design not elsewhere classified"""
401002,"""Engineering education""",130212,p ,"""Science, Technology and Engineering Curriculum and Pedagogy"""
401003,"""Engineering practice""",091503,,"""Engineering Practice"""
401004,"""Humanitarian engineering """,091599,p ,"""Interdisciplinary Engineering not elsewhere classified """
401005,"""Risk engineering""",091507,,"""Risk Engineering (excl. Earthquake Engineering)"""
401006,"""Systems engineering""",091599,p ,"""Interdisciplinary Engineering not elsewhere classified """
401099,"""Engineering practice and education not elsewhere classified """,091599,p ,"""Interdisciplinary Engineering not elsewhere classified """
401101,"""Air pollution modelling and control""",090702,p ,"""Environmental Engineering Modelling"""
401101,"""Air pollution modelling and control""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401102,"""Environmentally sustainable engineering """,090701,p ,"""Environmental Engineering Design """
401102,"""Environmentally sustainable engineering """,090702,p ,"""Environmental Engineering Modelling"""
401102,"""Environmentally sustainable engineering """,090703,p ,"""Environmental Technologies """
401102,"""Environmentally sustainable engineering """,090799,p ,"""Environmental Engineering not elsewhere classified"""
401103,"""Global and planetary environmental engineering""",090701,p ,"""Environmental Engineering Design """
401103,"""Global and planetary environmental engineering""",090702,p ,"""Environmental Engineering Modelling"""
401103,"""Global and planetary environmental engineering""",090703,,"""Environmental Technologies """
401103,"""Global and planetary environmental engineering""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401104,"""Health and ecological risk assessment""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401105,"""Life cycle assessment and industrial ecology""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401106,"""Waste management, reduction, reuse and recycling""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401199,"""Environmental engineering not elsewhere classified""",090799,p ,"""Environmental Engineering not elsewhere classified"""
401201,"""Aerodynamics (excl. hypersonic aerodynamics) """,090101,,"""Aerodynamics (excl. Hypersonic Aerodynamics) """
401202,"""Bio-fluids""",090399,p ,"""Biomedical Engineering not elsewhere classified"""
401203,"""Biomedical fluid mechanics """,090399,p ,"""Biomedical Engineering not elsewhere classified"""
401204,"""Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics) """,091501,,"""Computational Fluid Dynamics"""
401204,"""Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics) """,091502,,"""Computational Heat Transfer"""
